tool,family,access,parameter,type,required,default,enum_values,parameter_class,description
form_serialize,Artefactos form/report,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
form_serialize,Artefactos form/report,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
form_serialize,Artefactos form/report,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
form_serialize,Artefactos form/report,read-only,projectRoot,string,False,,,common,Optional override for project root.
form_serialize,Artefactos form/report,read-only,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
form_serialize,Artefactos form/report,read-only,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
form_serialize,Artefactos form/report,read-only,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
form_serialize,Artefactos form/report,read-only,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
form_serialize,Artefactos form/report,read-only,sourcePath,string,True,,,functional,Source path alias for databasePath.
form_serialize,Artefactos form/report,read-only,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
form_serialize,Artefactos form/report,read-only,formName,string,False,,,functional,Optional form name (e.g. 'Form_Customer'). Derived from the sourcePath filename when omitted; reported back in the response.
form_serialize,Artefactos form/report,read-only,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
form_serialize,Artefactos form/report,read-only,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
form_serialize,Artefactos form/report,read-only,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
form_serialize,Artefactos form/report,read-only,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
form_serialize,Artefactos form/report,read-only,includeSerialized,boolean,False,,,functional,Deprecated fallback for form_serialize to include the full serialized text.
form_set_properties,UI de formularios,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
form_set_properties,UI de formularios,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
form_set_properties,UI de formularios,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
form_set_properties,UI de formularios,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
form_set_properties,UI de formularios,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
form_set_properties,UI de formularios,write-capable,projectRoot,string,False,,,common,Optional override for project root.
form_set_properties,UI de formularios,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
form_set_properties,UI de formularios,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
form_set_properties,UI de formularios,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
form_set_properties,UI de formularios,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
form_set_properties,UI de formularios,write-capable,sourcePath,string,True,,,functional,Source path alias for databasePath.
form_set_properties,UI de formularios,write-capable,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
form_set_properties,UI de formularios,write-capable,controlName,string,True,,,functional,Control name.
form_set_properties,UI de formularios,write-capable,properties,object,True,,,functional,"Map of property name → scalar value. Typical use: `{ Left: 100, Top: 200, Width: 4536, Height: 500, Caption: '""Tile 1""' }`. All per-key guards from form_set_property carry over: 'Name' is refused (use form_rename_control), protected/metadata keys (Checksum, Format, PrtDevMode*) throw FORM_PROPERTY_PROTECTED, blob-kind entries refuse scalar replacement. LayoutCached* keys are silently dropped (Issue #872 F3 — they're Access IDE serialisation noise)."
form_set_properties,UI de formularios,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
form_set_properties,UI de formularios,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
form_set_properties,UI de formularios,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
form_set_properties,UI de formularios,write-capable,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
form_set_property,UI de formularios,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
form_set_property,UI de formularios,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
form_set_property,UI de formularios,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
form_set_property,UI de formularios,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
form_set_property,UI de formularios,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
form_set_property,UI de formularios,write-capable,projectRoot,string,False,,,common,Optional override for project root.
form_set_property,UI de formularios,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
form_set_property,UI de formularios,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
form_set_property,UI de formularios,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
form_set_property,UI de formularios,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
form_set_property,UI de formularios,write-capable,sourcePath,string,True,,,functional,Source path alias for databasePath.
form_set_property,UI de formularios,write-capable,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
form_set_property,UI de formularios,write-capable,controlName,string,True,,,functional,Control name.
form_set_property,UI de formularios,write-capable,property,string,False,,,functional,"Compatibility alias for propertyName. Layout/property key to set on the control (e.g. 'Caption', 'Left', 'Top', 'Width')."
form_set_property,UI de formularios,write-capable,propertyName,string,False,,,functional,"Canonical layout/property key to set on the control (e.g. 'Caption', 'Left', 'Top', 'Width'). Refused for protected/metadata keys (Checksum, PrtDevMode*, Format) and for 'Name' (use form_rename_control)."
form_set_property,UI de formularios,write-capable,value,string,False,,,functional,"New scalar value for the property. Accepts string/number/boolean (JSON-shape). Blob-kind entries (PrtMip, PrtDevNamesW, FormatConditions, etc.) are refused at the service level, not at the schema."
form_set_property,UI de formularios,write-capable,commitScope,enum,False,,source | source-and-binary,functional,"Persistence boundary. Defaults to 'source-and-binary' (write source, then run the guarded Access import). Use 'source' to persist only the .form.txt mutation and explicitly skip the binary import gate; reconcile the Access binary separately."
form_set_property,UI de formularios,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
form_set_property,UI de formularios,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
form_set_property,UI de formularios,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
form_set_property,UI de formularios,write-capable,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
generate_erd,Lectura DB/esquema,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
generate_erd,Lectura DB/esquema,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
generate_erd,Lectura DB/esquema,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
generate_erd,Lectura DB/esquema,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
generate_erd,Lectura DB/esquema,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
generate_erd,Lectura DB/esquema,write-capable,projectRoot,string,False,,,common,Optional override for project root.
generate_erd,Lectura DB/esquema,write-capable,erdPath,string,False,,,functional,ERD output path.
generate_erd,Lectura DB/esquema,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
generate_form,Artefactos form/report,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
generate_form,Artefactos form/report,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
generate_form,Artefactos form/report,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
generate_form,Artefactos form/report,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
generate_form,Artefactos form/report,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
generate_form,Artefactos form/report,write-capable,projectRoot,string,False,,,common,Optional override for project root.
generate_form,Artefactos form/report,write-capable,specPath,string,False,,,functional,Form/report specification path.
generate_form,Artefactos form/report,write-capable,spec,object,False,,,functional,Form/report specification object.
generate_form,Artefactos form/report,write-capable,kind,string,False,,,functional,Form/report kind.
generate_form,Artefactos form/report,write-capable,name,string,False,,,functional,Object or generated form name.
generate_form,Artefactos form/report,write-capable,replace,boolean,False,,,functional,Replace existing resources.
generate_form,Artefactos form/report,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
generate_form,Artefactos form/report,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
generate_form_design_plan,UI de formularios,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
generate_form_design_plan,UI de formularios,read-only,contextId,string,False,,,common,Optional run/context id for this call.
generate_form_design_plan,UI de formularios,read-only,behaviorMap,object,True,,,functional,"FormUiBehaviorMap produced by map_form_behavior. Required fields describe controls, form events, unmapped CodeGraph evidence, and warnings. Optional mapper metadata such as a nullable codegraphIndexPath is accepted for runtime parity."
generate_form_design_plan,UI de formularios,read-only,plan,object,True,,,functional,Requested plan input. operations is required and each item uses kind as its enum discriminator; referencePattern is optional.
generate_form_design_plan,UI de formularios,read-only,outputMode,enum,False,,summary | file | full,common,"Response output mode determining payload content: 'summary', 'file', or 'full'."
get_capabilities,Bootstrap/diagnóstico,read-only,,,,,,none,Tool reports no parameters in schema({}).
get_procedure,Análisis VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability. Prefer the Engram project name when available. Paths and roots still come from .dysflow/project.json unless explicitly overridden.
get_procedure,Análisis VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call. Do not duplicate projectId when it has the same value; use this only for a distinct execution context or as a fallback when no projectId is known.
get_procedure,Análisis VBA,read-only,module,string,True,,,functional,VBA module name (without extension).
get_procedure,Análisis VBA,read-only,procedure,string,True,,,functional,Name of the procedure to retrieve.
get_procedure,Análisis VBA,read-only,source,string,False,,,functional,"VBA module source code. When provided, the procedure is located by parsing this text. When omitted, the module is resolved via the project's source root."
get_procedure,Análisis VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
get_procedure,Análisis VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
get_procedure,Análisis VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
get_procedure,Análisis VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
get_procedure,Análisis VBA,read-only,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
get_procedure,Análisis VBA,read-only,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
get_procedure,Análisis VBA,read-only,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
get_procedure,Análisis VBA,read-only,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
get_relationships,Lectura DB/esquema,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
get_relationships,Lectura DB/esquema,read-only,contextId,string,False,,,common,Optional run/context id for this call.
get_relationships,Lectura DB/esquema,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
get_relationships,Lectura DB/esquema,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
get_relationships,Lectura DB/esquema,read-only,databasePath,string,False,,,functional,Database path.
get_relationships,Lectura DB/esquema,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
get_relationships,Lectura DB/esquema,read-only,target,enum,False,,frontend | backend,functional,"Semantic target role for database-wide reads. With projectId/contextId, frontend resolves to accessPath and backend resolves to backendPath. Explicit databasePath/sourcePath wins over the semantic role."
get_schema,Lectura DB/esquema,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
get_schema,Lectura DB/esquema,read-only,contextId,string,False,,,common,Optional run/context id for this call.
get_schema,Lectura DB/esquema,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
get_schema,Lectura DB/esquema,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
get_schema,Lectura DB/esquema,read-only,databasePath,string,False,,,functional,Database path.
get_schema,Lectura DB/esquema,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
get_schema,Lectura DB/esquema,read-only,target,enum,False,,frontend | backend | auto,functional,Semantic target role for table-aware reads. auto probes the configured backend and frontend using tableName; it fails when the table is missing or exists in both. Explicit databasePath/sourcePath wins.
get_schema,Lectura DB/esquema,read-only,tableName,string,False,,,functional,Table name.
get_schema,Lectura DB/esquema,read-only,table,string,False,,,functional,Table name alias.
harvest_form_catalog,Artefactos form/report,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
harvest_form_catalog,Artefactos form/report,read-only,contextId,string,False,,,common,Optional run/context id for this call.
harvest_form_catalog,Artefactos form/report,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
harvest_form_catalog,Artefactos form/report,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
harvest_form_catalog,Artefactos form/report,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
harvest_form_catalog,Artefactos form/report,read-only,projectRoot,string,False,,,common,Optional override for project root.
harvest_form_catalog,Artefactos form/report,read-only,catalogPath,string,False,,,functional,Form control catalog path.
harvest_form_catalog,Artefactos form/report,read-only,filter,string,False,,,functional,Test or object filter.
import_all,Sync VBA,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
import_all,Sync VBA,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
import_all,Sync VBA,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
import_all,Sync VBA,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
import_all,Sync VBA,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
import_all,Sync VBA,write-capable,projectRoot,string,False,,,common,Optional override for project root.
import_all,Sync VBA,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
import_all,Sync VBA,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
import_all,Sync VBA,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
import_all,Sync VBA,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
import_all,Sync VBA,write-capable,importMode,enum,False,,Auto | Form | Code | auto | form | code | replace,functional,VBA import mode. Auto (default) imports a form/report's UI from its .form.txt and its canonical code from the sibling .cls. Code imports only code-behind/.bas. Form is a deprecated alias for Auto (there is no layout-only import). Lowercase variants and replace are normalized before invoking the runner.
import_all,Sync VBA,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
import_all,Sync VBA,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
import_all,Sync VBA,write-capable,verbose,boolean,False,,,functional,"When true, the response includes per-module source/destination line counts, byte counts, sha256 hashes, and a `truncated` boolean. Recommended after any import_modules of a module that already exists in the binary, since AddFromFile truncates silently when the pre-existing module's CountOfLines caps the new content."
import_all,Sync VBA,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
import_modules,Sync VBA,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
import_modules,Sync VBA,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
import_modules,Sync VBA,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
import_modules,Sync VBA,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
import_modules,Sync VBA,write-capable,destinationRoot,string,False,,,common,Optional override for source/export root.
import_modules,Sync VBA,write-capable,projectRoot,string,False,,,common,Optional override for project root.
import_modules,Sync VBA,write-capable,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
import_modules,Sync VBA,write-capable,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
import_modules,Sync VBA,write-capable,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
import_modules,Sync VBA,write-capable,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
import_modules,Sync VBA,write-capable,moduleNames,array,False,,,functional,VBA module names. No hard length cap — long lists (20-30+) are accepted; the import path emits one per-module entry in the structured report so consumers can pinpoint which entry failed and why. An empty array is a valid explicit no-op plan and is NOT silently expanded to import-all.
import_modules,Sync VBA,write-capable,importMode,enum,False,,Auto | Form | Code | auto | form | code | replace,functional,VBA import mode. Auto (default) imports a form/report's UI from its .form.txt and its canonical code from the sibling .cls. Code imports only code-behind/.bas. Form is a deprecated alias for Auto (there is no layout-only import). Lowercase variants and replace are normalized before invoking the runner.
import_modules,Sync VBA,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
import_modules,Sync VBA,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
import_modules,Sync VBA,write-capable,verbose,boolean,False,,,functional,"When true, the response includes per-module source/destination line counts, byte counts, sha256 hashes, and a `truncated` boolean. Recommended after any import_modules of a module that already exists in the binary, since AddFromFile truncates silently when the pre-existing module's CountOfLines caps the new content."
import_modules,Sync VBA,write-capable,sourceDir,string,False,,,functional,"Issue #807 (Feature 2) — source directory root to bulk-import. Default: project's destinationRoot from .dysflow/project.json. When set AND moduleNames is empty/omitted, the adapter walks this directory. Mutually exclusive with explicit moduleNames — passing a non-empty moduleNames array forces the legacy single-call path."
import_modules,Sync VBA,write-capable,recursive,boolean,False,,,functional,"Issue #807 (Feature 2) — walk subdirectories of sourceDir. Default true. When false, only the top-level of sourceDir is scanned."
import_modules,Sync VBA,write-capable,filePattern,string,False,,,functional,Issue #807 (Feature 2) — glob-style filename pattern (e.g. 'Test_*' to limit to test modules). Single `*` wildcard at either end. Default '*' (every managed extension).
import_modules,Sync VBA,write-capable,includeTests,boolean,False,,,functional,Issue #807 (Feature 2) — include Test_*.bas files in the bulk walk. Default true. Set false when you want to ship a release without re-importing the test suite.
import_modules,Sync VBA,write-capable,includeForms,boolean,False,,,functional,Issue #807 (Feature 2) — include Form_*.cls / Form_*.form.txt / Report_*.cls / Report_*.report.txt files. Default true. Set false for code-only bulk imports.
import_modules,Sync VBA,write-capable,chunkSize,number,False,,,functional,"Issue #807 (Feature 2) — modules per chunk when sourceDir is set. Default 10. The bulk path NEVER forwards more than this many modules per sub-call to the runner, so a single chunk failure (e.g. a corrupt .bas) cannot abort the entire batch."
import_modules,Sync VBA,write-capable,onChunkError,enum,False,,continue | abort,functional,Issue #807 (Feature 2) — behavior when a chunk fails. continue (default) records chunk-level errors in chunkFailures[] and proceeds with the next chunk. abort stops after the first failed chunk and surfaces the partial result.
import_modules,Sync VBA,write-capable,transactional,boolean,False,,,functional,"Issue #975 — transactional mode. Copies the binary to a staging directory, runs the write against the copy, runs post-write verification (when applicable), and atomically renames the copy back to the original on success. On any failure the copy is deleted and the original is untouched. Default false."
import_modules,Sync VBA,write-capable,dryRunWithPreflight,boolean,False,,,functional,"Issue #977 — run the same pre-flight checks as apply:true (filesystem, runtime, capabilities, project config) WITHOUT committing any write. Mutually exclusive with `dryRun` and `apply`. A failed preflight returns the specific errorCode from the taxonomy (#962); a successful preflight returns ok:true with a preflight summary. Default false."
import_modules,Sync VBA,write-capable,timeoutMs,number,False,,,common,Operation timeout in milliseconds. Overrides project config timeout.
import_queries,Queries guardadas,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
import_queries,Queries guardadas,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
import_queries,Queries guardadas,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
import_queries,Queries guardadas,write-capable,target,enum,False,,frontend,functional,"This operation is frontend-only. Omit target to use the configured accessPath, or pass target:'frontend' to make the role explicit. backend and auto are invalid."
import_queries,Queries guardadas,write-capable,importPath,string,False,,,functional,Import path.
import_queries,Queries guardadas,write-capable,queryDefinitions,array,False,,,functional,Query definitions.
import_queries,Queries guardadas,write-capable,queries,array,False,,,functional,Query definitions alias.
import_queries,Queries guardadas,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
import_queries,Queries guardadas,write-capable,apply,boolean,False,,,common,"Commit the write, disabling the default dry-run. apply:true takes precedence over dryRun. Omit both apply and dryRun to plan only (the safe default)."
inspect_form,Artefactos form/report,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
inspect_form,Artefactos form/report,read-only,contextId,string,False,,,common,Optional run/context id for this call.
inspect_form,Artefactos form/report,read-only,sourcePath,string,False,,,functional,Source path alias for databasePath.
inspect_form,Artefactos form/report,read-only,path,string,False,,,functional,Path alias (used as exportPath or importPath depending on tool).
inspect_form,Artefactos form/report,read-only,formName,string,False,,,functional,Optional form/report name (e.g. 'Form_Customer').
inspect_form,Artefactos form/report,read-only,name,string,False,,,functional,Alias for formName.
link_tables,Backends/enlaces,write-capable,projectId,string,False,,,common,Canonical project identity for traceability.
link_tables,Backends/enlaces,write-capable,contextId,string,False,,,common,Optional run/context id for this call.
link_tables,Backends/enlaces,write-capable,accessPath,string,False,,,common,Optional override for Access frontend database path.
link_tables,Backends/enlaces,write-capable,target,enum,False,,frontend,functional,"This operation is frontend-only. Omit target to use the configured accessPath, or pass target:'frontend' to make the role explicit. backend and auto are invalid."
link_tables,Backends/enlaces,write-capable,backendPath,string,False,,,common,Optional override for Access backend database path.
link_tables,Backends/enlaces,write-capable,mode,enum,False,,relink-only | create-or-relink,functional,relink-only (default): refresh/re-point existing links only. create-or-relink: also create a linked TableDef for each requested backend table missing from the frontend.
link_tables,Backends/enlaces,write-capable,tableNames,array,False,,,functional,Scope the link/relink/create operation to these backend table names. Omit to target all existing frontend links (relink-only) or all backend tables (create-or-relink).
link_tables,Backends/enlaces,write-capable,dryRun,boolean,False,,,common,"Plan the write without applying it. Writes DEFAULT to dry-run: a write tool only commits when apply:true or dryRun:false is passed, so omitting both flags is safe. dryRun:true is the explicit form of that default."
lint_form_code,Artefactos form/report,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
lint_form_code,Artefactos form/report,read-only,contextId,string,False,,,common,Optional run/context id for this call.
lint_form_code,Artefactos form/report,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
lint_form_code,Artefactos form/report,read-only,sourceRoot,string,False,,,functional,Optional override for the source root (path that contains forms/ and reports/). Mirrors destinationRoot semantics for read-only tools.
lint_form_code,Artefactos form/report,read-only,formName,string,False,,,functional,Single form/report name to lint (e.g. 'Form_FormExpedientesGestion' or 'Form_MyForm'). Mutually exclusive with moduleNames.
lint_form_code,Artefactos form/report,read-only,moduleNames,array,False,,,functional,List of form/report names to lint. Each must start with 'Form_' or 'Report_'. Mutually exclusive with formName.
lint_form_code,Artefactos form/report,read-only,rules,array,False,,,functional,Subset of lint rule IDs to run; defaults to all six. Use this to scope CI on the slow rules only.
lint_form_code,Artefactos form/report,read-only,strict,boolean,False,,,functional,"When true, lint warnings are elevated to errors (CI hardening)."
lint_module,Análisis VBA,read-only,projectId,string,False,,,common,Canonical project identity for traceability. Prefer the Engram project name when available. Paths and roots still come from .dysflow/project.json unless explicitly overridden.
lint_module,Análisis VBA,read-only,contextId,string,False,,,common,Optional run/context id for this call. Do not duplicate projectId when it has the same value; use this only for a distinct execution context or as a fallback when no projectId is known.
lint_module,Análisis VBA,read-only,module,string,True,,,functional,VBA module name (without extension) to lint.
lint_module,Análisis VBA,read-only,source,string,False,,,functional,"Inline VBA module source code. When omitted, the module is resolved via the project's source root."
lint_module,Análisis VBA,read-only,rules,array,False,,,functional,"Optional rule filter. Omit to run all rules. An empty array produces a clean report (no rules applied). Unknown rule names are rejected by schema validation. Supported rules: option-declaration, identifier-safety, declaration-order, arg-type-match, forbidden-name, logical-short-circuit, implicit-variant, missing-exit-handler, invalid-static-class-call, openargs-contract-mismatch. Rule limitations: arg-type-match checks same-module signatures only and detects clear literal-argument / declared-type mismatches. forbidden-name (F22) flags identifiers that shadow VBA / Access / DAO / Scripting globals (Err, Date, Name, Form, DoCmd, etc.). logical-short-circuit flags And/Or operations on the same object combining existence check and member access. implicit-variant flags multiple declarations on a single line missing explicit As clause. missing-exit-handler flags missing Exit Sub/Function/Property before error label. invalid-static-class-call flags static-style calls on non-predeclared class modules. openargs-contract-mismatch (#1006 slice 2) — project-level rule that pairs DoCmd.OpenForm producer sites against Me.OpenArgs consumers across the configured project's .cls tree (forms/, classes/, reports/). It walks every .cls file under the resolved destinationRoot, runs the project-lint engine, and emits one OPENARGS_CONTRACT_MISMATCH diagnostic per divergent producer/consumer pair (producerGrammar vs consumerGrammar differ, and a silent fallback is reachable in the consumer). When this rule is requested, the destinationRoot must resolve; the rule is silently skipped if the project source tree cannot be enumerated. identifier-safety (issue #789) — non-ASCII VBA identifiers (Spanish, Portuguese, French, German, Italian, etc.) are valid VBA and emit `warning` by default; they do NOT block. The `._` dot-underscore and reserved-word findings stay at `error` always. To restore the historical strict (error) severity for non-ASCII, set `capabilities.lint.identifierSafety.strictNonAscii: true` in `.dysflow/project.json`."
lint_module,Análisis VBA,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
lint_module,Análisis VBA,read-only,backendPath,string,False,,,common,Optional override for Access backend database path.
lint_module,Análisis VBA,read-only,destinationRoot,string,False,,,common,Optional override for source/export root.
lint_module,Análisis VBA,read-only,projectRoot,string,False,,,common,Optional override for project root.
lint_module,Análisis VBA,read-only,strictContext,boolean,False,,,common,Abort before opening Access if resolved target does not match expected paths.
lint_module,Análisis VBA,read-only,expectedAccessPath,string,False,,,common,Expected resolved Access database path for strictContext.
lint_module,Análisis VBA,read-only,expectedProjectRoot,string,False,,,common,Expected resolved project root for strictContext.
lint_module,Análisis VBA,read-only,expectedDestinationRoot,string,False,,,common,Expected resolved destination root for strictContext.
list_access_files,Lectura DB/esquema,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
list_access_files,Lectura DB/esquema,read-only,contextId,string,False,,,common,Optional run/context id for this call.
list_access_files,Lectura DB/esquema,read-only,rootPath,string,False,,,functional,Optional override for root directory.
list_access_files,Lectura DB/esquema,read-only,directory,string,False,,,functional,Directory path alias for rootPath.
list_access_operations,Procesos/recuperación,read-only,,,,,,none,Tool reports no parameters in schema({}).
list_linked_tables,Lectura DB/esquema,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
list_linked_tables,Lectura DB/esquema,read-only,contextId,string,False,,,common,Optional run/context id for this call.
list_linked_tables,Lectura DB/esquema,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
list_linked_tables,Lectura DB/esquema,read-only,target,enum,False,,frontend,functional,"This operation is frontend-only. Omit target to use the configured accessPath, or pass target:'frontend' to make the role explicit. backend and auto are invalid."
list_links,Backends/enlaces,read-only,projectId,string,False,,,common,Canonical project identity for traceability.
list_links,Backends/enlaces,read-only,contextId,string,False,,,common,Optional run/context id for this call.
list_links,Backends/enlaces,read-only,accessPath,string,False,,,common,Optional override for Access frontend database path.
